poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct,num_trump
88616,486,The Washington Post,NA,NA,The Washington Post,3,ABC News/The Washington Post,3,-1.2,Live Phone/Text-to-Web,9,Ohio,10/3/24,2024-10-07,NA,NA,NA,NA,NA,NA,212199,1002,rv,NA,rv,NA,10/10/24 08:53,NA,https://www.washingtonpost.com/politics/2024/10/10/ohio-voters-dismiss-false-claims-about-haitians-trump-has-slight-lead-post-poll-finds/,https://www.washingtonpost.com/politics/2024/10/10/ohio-voters-dismiss-false-claims-about-haitians-trump-has-slight-lead-post-poll-finds/,https://www.washingtonpost.com/documents/cdd47965-4238-4d78-a022-791256a2bf05.pdf?itid=lk_inline_manual_2,https://docs.google.com/spreadsheets/d/1v_1UAQTUsUU8i-YShbz4K2rYFXk-tQi6GGwVllhWKy8/edit?gid=0#gid=0,NA,NA,NA,8863,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51,511
88550,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,National,9/29/24,2024-10-06,NA,NA,NA,NA,NA,NA,211846,3385,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-likely-electorate-crosstabs.html,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46,1557
88550,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,National,9/29/24,2024-10-06,NA,NA,NA,NA,NA,NA,211847,3385,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,https://www.nytimes.com/2024/10/08/us/politics/harris-trump-poll-national.html,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-likely-electorate-crosstabs.html,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,44,1489
88555,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Florida,9/29/24,2024-10-06,NA,NA,NA,NA,NA,NA,211848,622,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/2024/10/08/upshot/florida-poll-harris-trump.html,https://www.nytimes.com/2024/10/08/upshot/florida-poll-harris-trump.html,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-florida-crosstabs.html,NA,NA,NA,8778,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,55,342
88555,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Florida,9/29/24,2024-10-06,NA,NA,NA,NA,NA,NA,211849,622,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/2024/10/08/upshot/florida-poll-harris-trump.html,https://www.nytimes.com/2024/10/08/upshot/florida-poll-harris-trump.html,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-florida-crosstabs.html,NA,NA,NA,8778,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,53,330
88555,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Florida,9/29/24,2024-10-06,NA,NA,NA,NA,NA,NA,212200,622,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-florida-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-florida-crosstabs.html,NA,NA,NA,8778,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,54,336
88555,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Florida,9/29/24,2024-10-06,NA,NA,NA,NA,NA,NA,212201,622,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-florida-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-florida-crosstabs.html,NA,NA,NA,8778,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,53,330
88551,458,Suffolk,68,Boston Globe,Suffolk University,323,Suffolk University,2.9,-1,Live Phone,8,Massachusetts,10/1/24,2024-10-05,NA,NA,NA,NA,NA,NA,211845,500,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.bostonglobe.com/2024/10/08/metro/suffolkglobe-poll-mcas-ballot-question-kamala-harris-donald-trump/,https://www.bostonglobe.com/2024/10/08/metro/suffolkglobe-poll-mcas-ballot-question-kamala-harris-donald-trump/,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/massachusetts2/2024/10_8_2024_massachusetts_marginals_part_1.pdf,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/massachusetts2/2024/10_8_2024_massachusetts_tables_part_1.pdf,NA,NA,NA,8811,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,32.2,161
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/2/24,2024-10-04,NA,NA,NA,NA,NA,NA,211691,1150,rv,NA,rv,NA,10/7/24 09:51,NA,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,45,518
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/2/24,2024-10-04,NA,NA,NA,NA,NA,NA,211692,1032,lv,NA,lv,NA,10/7/24 09:51,NA,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46,475
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/2/24,2024-10-04,NA,NA,NA,NA,NA,NA,211790,1151,rv,NA,rv,NA,10/7/24 13:44,NA,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46,529
88527,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,10/2/24,2024-10-04,NA,NA,NA,NA,NA,NA,211791,1033,lv,NA,lv,NA,10/7/24 13:44,NA,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-trump-harris-race-tightens-after-vance-debate-win-120026568.html,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/full_yahoo_20241004.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46,475
88556,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Texas,9/29/24,2024-10-04,NA,NA,NA,NA,NA,NA,211850,617,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,308
88556,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Texas,9/29/24,2024-10-04,NA,NA,NA,NA,NA,NA,211851,617,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,https://www.nytimes.com/interactive/2024/10/08/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49,302
88556,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Texas,9/29/24,2024-10-04,NA,NA,NA,NA,NA,NA,212202,617,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-texas-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,308
88556,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Texas,9/29/24,2024-10-04,NA,NA,NA,NA,NA,NA,212203,617,rv,NA,rv,NA,10/10/24 08:54,NA,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/2024/10/10/us/politics/senate-polls-montana-florida-texas.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-texas-toplines.html,https://www.nytimes.com/interactive/2024/10/10/us/elections/times-siena-poll-texas-crosstabs.html,NA,NA,NA,8889,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48,296
88541,94,Christopher Newport U.,NA,NA,Christopher Newport University Wason Center for Civic Leadership,50,Christopher Newport University Wason Center for Civic Leadership,2.8,-0.6,Live Phone,9,Virginia,9/28/24,2024-10-04,NA,NA,NA,NA,NA,NA,211817,800,lv,NA,lv,NA,10/7/24 14:37,NA,https://mcusercontent.com/0a86688a0d7c707f9159df222/files/b7697019-6a4e-1436-e08e-1d32090d6a9f/WasonOct7Survey24.pdf,NA,NA,https://mcusercontent.com/0a86688a0d7c707f9159df222/files/b7697019-6a4e-1436-e08e-1d32090d6a9f/WasonOct7Survey24.pdf,NA,NA,NA,8895,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,41,328
88618,1901,YouGov/Center for Working Class Politics,2215,Jacobin,YouGov/Center for Working Class Politics,391,YouGov,3,-1.1,Online Panel,4.5,Pennsylvania,9/24/24,2024-10-02,NA,NA,NA,NA,NA,NA,212208,1000,rv,NA,rv,NA,10/10/24 08:57,NA,https://jacobin.com/2024/10/harris-trump-pa-workers-election-poll,https://jacobin.com/2024/10/harris-trump-pa-workers-election-poll,NA,https://images.jacobinmag.com/wp-content/uploads/2024/10/09165153/Crosstabs-Pdf.pdf,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,44.7,447
88482,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,9/29/24,2024-10-01,NA,NA,NA,NA,NA,NA,211401,1463,rv,NA,rv,NA,10/2/24 09:27,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_JAnqssN.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_JAnqssN.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,45,658
88482,568,YouGov,352,Economist,YouGov,391,YouGov,3,-1.1,Online Panel,9,National,9/29/24,2024-10-01,NA,NA,NA,NA,NA,NA,211402,1261,lv,NA,lv,NA,10/2/24 09:27,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_JAnqssN.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_JAnqssN.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,46,580
88496,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,National,9/29/24,2024-10-01,NA,NA,NA,NA,NA,NA,211489,1000,lv,NA,lv,NA,10/3/24 08:55,NA,https://emersoncollegepolling.com/october-2024-national-poll-harris-50-trump-48/,https://emersoncollegepolling.com/october-2024-national-poll-harris-50-trump-48/,NA,https://docs.google.com/spreadsheets/d/1bUq7htQTzYUyX8cPRbkZW7gXcKf7qczY/edit?gid=321096831#gid=321096831,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48.6,486
88506,1205,Marist,3732166,NPR | PBS News,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,9,National,9/27/24,2024-10-01,NA,NA,NA,NA,NA,NA,211548,1294,lv,NA,lv,NA,10/3/24 20:09,NA,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-october-2024/,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-october-2024/,NA,https://maristpoll.marist.edu/wp-content/uploads/2024/10/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202410021120-1.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48,621
88506,1205,Marist,3732166,NPR | PBS News,Marist College,183,Marist College,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,9,National,9/27/24,2024-10-01,NA,NA,NA,NA,NA,NA,211549,1514,rv,NA,rv,NA,10/3/24 20:09,NA,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-october-2024/,https://maristpoll.marist.edu/polls/the-u-s-presidential-contest-october-2024/,NA,https://maristpoll.marist.edu/wp-content/uploads/2024/10/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202410021120-1.pdf,NA,FALSE,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,47,712
88431,486,The Washington Post,NA,NA,The Washington Post,3,ABC News/The Washington Post,3,-1.2,Live Phone/Text-to-Web,9,North Carolina,9/25/24,2024-09-29,NA,NA,NA,NA,NA,NA,211143,1001,lv,NA,lv,NA,10/1/24 09:15,NA,https://www.washingtonpost.com/politics/2024/10/01/harris-trump-north-carolina-washington-post-poll/,https://www.washingtonpost.com/politics/2024/10/01/harris-trump-north-carolina-washington-post-poll/,https://www.washingtonpost.com/documents/764e6aa0-4419-4b75-ac7b-59dcfecf85fb.pdf,https://docs.google.com/spreadsheets/d/1dU3766TPHhPRMhSPTw3BLVSQUzT4ohrlkLdv5riybDQ/edit?pli=1&gid=40180788#gid=40180788,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,500
88431,486,The Washington Post,NA,NA,The Washington Post,3,ABC News/The Washington Post,3,-1.2,Live Phone/Text-to-Web,9,North Carolina,9/25/24,2024-09-29,NA,NA,NA,NA,NA,NA,211144,1001,rv,NA,rv,NA,10/1/24 09:15,NA,https://www.washingtonpost.com/politics/2024/10/01/harris-trump-north-carolina-washington-post-poll/,https://www.washingtonpost.com/politics/2024/10/01/harris-trump-north-carolina-washington-post-poll/,https://www.washingtonpost.com/documents/764e6aa0-4419-4b75-ac7b-59dcfecf85fb.pdf,https://docs.google.com/spreadsheets/d/1dU3766TPHhPRMhSPTw3BLVSQUzT4ohrlkLdv5riybDQ/edit?pli=1&gid=40180788#gid=40180788,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,500
88457,396,Quinnipiac,NA,NA,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,North Carolina,9/25/24,2024-09-29,NA,NA,NA,NA,NA,NA,211301,953,lv,NA,lv,NA,10/1/24 14:08,NA,https://poll.qu.edu/poll-release?releaseid=3909,https://poll.qu.edu/poll-release?releaseid=3909,NA,https://poll.qu.edu/images/polling/nc/nc10012024_crosstabs_sxhq46.pdf,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49,467
88457,396,Quinnipiac,NA,NA,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,North Carolina,9/25/24,2024-09-29,NA,NA,NA,NA,NA,NA,211303,953,lv,NA,lv,NA,10/1/24 14:08,NA,https://poll.qu.edu/poll-release?releaseid=3909,https://poll.qu.edu/poll-release?releaseid=3909,NA,https://poll.qu.edu/images/polling/nc/nc10012024_crosstabs_sxhq46.pdf,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49,467
88458,396,Quinnipiac,NA,NA,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,Georgia,9/25/24,2024-09-29,NA,NA,NA,NA,NA,NA,211300,942,lv,NA,lv,NA,10/1/24 14:08,NA,https://poll.qu.edu/poll-release?releaseid=3909,https://poll.qu.edu/poll-release?releaseid=3909,NA,https://poll.qu.edu/images/polling/ga/ga10012024_crosstabs_sxhq46.pdf,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,471
88458,396,Quinnipiac,NA,NA,Quinnipiac University,267,Quinnipiac University,2.8,-0.5,Live Phone,9,Georgia,9/25/24,2024-09-29,NA,NA,NA,NA,NA,NA,211302,942,lv,NA,lv,NA,10/1/24 14:08,NA,https://poll.qu.edu/poll-release?releaseid=3909,https://poll.qu.edu/poll-release?releaseid=3909,NA,https://poll.qu.edu/images/polling/ga/ga10012024_crosstabs_sxhq46.pdf,NA,NA,NA,8781,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,50,471
88461,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Arizona,9/27/24,2024-09-28,NA,NA,NA,NA,NA,NA,211311,920,lv,NA,lv,NA,10/1/24 15:14,NA,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,NA,https://docs.google.com/spreadsheets/d/1FVfn-1oaLtOObkwACgt_Imsvf7jgVEdo/edit?gid=1864996370#gid=1864996370,NA,NA,NA,8759,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,51.7,476
88462,1102,Emerson,2204,RealClearWorld,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,North Carolina,9/27/24,2024-09-28,NA,NA,NA,NA,NA,NA,211310,850,lv,NA,lv,NA,10/1/24 15:14,NA,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,https://emersoncollegepolling.com/september-2024-arizona-and-north-carolina-polls-harris-and-trump-neck-and-neck-in-key-swing-states/,NA,https://docs.google.com/spreadsheets/d/1FVfn-1oaLtOObkwACgt_Imsvf7jgVEdo/edit?gid=1864996370#gid=1864996370,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,49.9,424
88465,1102,Emerson,2180,RealClearPennsylvania,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7,Pennsylvania,9/27/24,2024-09-28,NA,NA,NA,NA,NA,NA,211323,1000,lv,NA,lv,NA,10/1/24 19:32,NA,https://emersoncollegepolling.com/september-2024-pennsylvania-poll-trump-48-harris-48/,https://emersoncollegepolling.com/september-2024-pennsylvania-poll-trump-48-harris-48/,NA,https://docs.google.com/spreadsheets/d/1sDCAsNFu_Ns0EqJzq_RwygwL9VDL4QfA/edit?gid=1015073363#gid=1015073363,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,48.8,488
88554,1700,McCourtney Institute/YouGov,NA,NA,YouGov/Pennsylvania State University McCourtney Institute for Democracy,391,YouGov,3,-1.1,Online Panel,6.5,National,9/23/24,2024-09-27,NA,NA,NA,NA,NA,NA,211844,848,lv,NA,lv,NA,10/8/24 09:11,NA,https://www.apmresearchlab.org/motn/poll-democracy-belief-presidential-race-2024,https://www.apmresearchlab.org/motn/poll-democracy-belief-presidential-race-2024,NA,https://static1.squarespace.com/static/5c9542c8840b163998cf4804/t/670417f61019eb508ee3d354/1728321528049/MOTN-Democracy+on+the+ballot+%28APM+Research+Lab+Oct+2024%29.pdf,NA,NA,NA,8914,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,45,382
88407,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Nebraska CD-2,9/24/24,2024-09-26,NA,NA,NA,NA,NA,NA,211041,680,rv,NA,rv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-crosstabs.html,NA,NA,NA,8837,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,42,286
88407,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Nebraska CD-2,9/24/24,2024-09-26,NA,NA,NA,NA,NA,NA,211042,680,rv,NA,rv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-crosstabs.html,NA,NA,NA,8837,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,41,279
88407,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Nebraska CD-2,9/24/24,2024-09-26,NA,NA,NA,NA,NA,NA,211043,680,lv,NA,lv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-crosstabs.html,NA,NA,NA,8837,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,43,292
88407,1424,Siena/NYT,NA,NA,The New York Times/Siena College,448,The New York Times/Siena College,3,-1.5,Live Phone,9,Nebraska CD-2,9/24/24,2024-09-26,NA,NA,NA,NA,NA,NA,211044,680,lv,NA,lv,NA,9/28/24 10:31,NA,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/2024/09/28/us/politics/harris-trump-poll-michigan-wisconsin.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-toplines.html,https://www.nytimes.com/interactive/2024/09/28/us/elections/times-siena-nebraska2-crosstabs.html,NA,NA,NA,8837,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,42,286
88393,460,SurveyUSA,8411021444,KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8,Minnesota,9/23/24,2024-09-26,NA,NA,NA,NA,NA,NA,210966,646,lv,NA,lv,NA,9/27/24 08:59,NA,https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-presidential-race-remains-stable-in-mn-with-harris-holding-single-digit-lead/,https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-presidential-race-remains-stable-in-mn-with-harris-holding-single-digit-lead/,NA,https://kstp.com/wp-content/uploads/2024/09/Poll-Report.pdf,NA,NA,NA,8823,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,FALSE,REP,Trump,16651,Donald Trump,44,284
